run_id,policy,hit_rate,miss_rate,avg_similarity,duration_s,capacity,threshold,ttl,cr,q,backend,adaptive_factor,params_dict,requests,quality
LFUCache_061d70cb,LFUCache,0.8321,0.1679,0.700833015371859,0.812568187713623,2000,0.6,,,,faiss_flat,0.0,{},,0.700833015371859
