run_id,policy,hit_rate,miss_rate,avg_similarity,duration_s,capacity,threshold,ttl,cr,q,backend,adaptive_factor,params_dict,requests,quality
LRUCache_92dc6966,LRUCache,0.8321,0.1679,0.700833015371859,0.8164699077606201,2000,0.6,,,,faiss_flat,0.0,{},,0.700833015371859
