run_id,policy,hit_rate,miss_rate,avg_similarity,duration_s,capacity,threshold,ttl,cr,q,backend,adaptive_factor,params_dict,requests,quality
QLRUDeltaCCache_3da480a4,QLRUDeltaCCache,0.9995,0.0005,0.7169181506206775,0.7431857585906982,2000,0.8,,0.5,0.4,faiss_flat,0.0,{},,0.7169181506206775
