event,key,sim,timestamp,cache_occupancy
miss,row_12735,-1.0,1756054005.884005,0
add,row_12735,,1756054005.884021,1
miss,row_18051,0.31304267048835754,1756054005.884154,1
add,row_18051,,1756054005.884162,2
miss,row_12325,0.3603361248970032,1756054005.884374,2
add,row_12325,,1756054005.8843808,3
hit,row_12325,1.0,1756054005.884466,3
hit,row_12325,1.0,1756054005.8845482,3
hit,row_12325,1.0,1756054005.8846312,3
miss,row_8721,0.5595591068267822,1756054005.884727,3
add,row_8721,,1756054005.884733,4
hit,row_8721,1.0,1756054005.884824,4
miss,row_6089,0.29990771412849426,1756054005.8849149,4
add,row_6089,,1756054005.884921,5
miss,row_19244,0.6218864321708679,1756054005.8850071,5
add,row_19244,,1756054005.885013,6
miss,row_19461,0.4721902012825012,1756054005.885099,6
add,row_19461,,1756054005.8851042,7
miss,row_19710,0.39715251326560974,1756054005.8851929,7
add,row_19710,,1756054005.885198,8
miss,row_19743,0.6745554804801941,1756054005.885299,8
add,row_19743,,1756054005.885304,9
miss,row_19823,0.7013399600982666,1756054005.8854,9
add,row_19823,,1756054005.8854048,10
hit,row_19461,1.0000001192092896,1756054005.88548,10
hit,row_19823,0.8707386255264282,1756054005.885563,10
miss,row_19683,0.4982869029045105,1756054005.8856478,10
add,row_19683,,1756054005.885653,11
hit,row_19683,0.7921233177185059,1756054005.8857448,11
hit,row_19823,0.8707386255264282,1756054005.88584,11
hit,row_19461,1.0000001192092896,1756054005.885916,11
hit,row_19823,0.7735755443572998,1756054005.886009,11
miss,row_19680,0.33555617928504944,1756054005.886102,11
add,row_19680,,1756054005.886106,12
miss,row_19008,0.703289806842804,1756054005.886192,12
add,row_19008,,1756054005.886196,13
miss,row_19245,0.6596985459327698,1756054005.886347,13
add,row_19245,,1756054005.886354,14
hit,row_19823,0.7735755443572998,1756054005.8864481,14
hit,row_19461,1.0000001192092896,1756054005.886521,14
hit,row_19461,1.0000001192092896,1756054005.886593,14
hit,row_19823,0.7735755443572998,1756054005.8866692,14
miss,row_19274,0.4661111831665039,1756054005.886784,14
add,row_19274,,1756054005.886789,15
miss,row_19246,0.7141205072402954,1756054005.886867,15
add,row_19246,,1756054005.886872,16
miss,row_19488,0.3907623589038849,1756054005.886969,16
add,row_19488,,1756054005.886977,17
hit,row_19461,1.0000001192092896,1756054005.8870752,17
miss,row_19489,0.6703006625175476,1756054005.887168,17
add,row_19489,,1756054005.8871732,18
hit,row_19823,0.7735755443572998,1756054005.887265,18
miss,row_19226,0.5299997925758362,1756054005.887362,18
add,row_19226,,1756054005.887367,19
hit,row_19461,1.0000001192092896,1756054005.887462,19
miss,row_19676,0.6310093998908997,1756054005.887537,19
add,row_19676,,1756054005.887542,20
hit,row_19823,0.7735755443572998,1756054005.887632,20
miss,row_19247,0.7200479507446289,1756054005.887718,20
add,row_19247,,1756054005.887722,21
hit,row_19489,1.0,1756054005.887807,21
miss,row_19485,0.5554088354110718,1756054005.887903,21
add,row_19485,,1756054005.887908,22
miss,row_19699,0.6287775039672852,1756054005.888005,22
add,row_19699,,1756054005.888011,23
hit,row_19226,1.0000001192092896,1756054005.8881059,23
hit,row_19489,1.0,1756054005.888215,23
miss,row_19735,0.6163985729217529,1756054005.888292,23
add,row_19735,,1756054005.8882968,24
hit,row_19823,0.7735755443572998,1756054005.8883789,24
hit,row_19699,1.0000001192092896,1756054005.8885171,24
hit,row_19823,0.7735755443572998,1756054005.8886132,24
miss,row_19718,0.5137856006622314,1756054005.888694,24
add,row_19718,,1756054005.8887,25
hit,row_19461,1.0000001192092896,1756054005.8887959,25
hit,row_19226,1.0000001192092896,1756054005.888885,25
miss,row_19961,0.42476969957351685,1756054005.888983,25
add,row_19961,,1756054005.888988,26
hit,row_19718,0.9786139726638794,1756054005.889073,26
hit,row_19823,0.7735755443572998,1756054005.889162,26
miss,row_19248,0.6435092091560364,1756054005.8892748,26
add,row_19248,,1756054005.8892841,27
hit,row_19699,0.9935438632965088,1756054005.889382,27
hit,row_19735,0.9685797095298767,1756054005.889506,27
hit,row_19226,1.0000001192092896,1756054005.889598,27
hit,row_19823,0.7735755443572998,1756054005.889693,27
hit,row_19461,1.0000001192092896,1756054005.889794,27
miss,row_19249,0.7313467860221863,1756054005.889882,27
add,row_19249,,1756054005.889888,28
hit,row_19823,0.7735755443572998,1756054005.89001,28
miss,row_19980,0.6531816720962524,1756054005.890112,28
add,row_19980,,1756054005.890118,29
hit,row_19699,1.0000001192092896,1756054005.8902059,29
hit,row_19699,1.0000001192092896,1756054005.8902988,29
hit,row_19226,1.0000001192092896,1756054005.890414,29
hit,row_19980,0.7810689210891724,1756054005.890503,29
miss,row_19733,0.4515770673751831,1756054005.8906171,29
add,row_19733,,1756054005.890626,30
miss,row_19836,0.6354207992553711,1756054005.890719,30
add,row_19836,,1756054005.89073,31
hit,row_19226,0.9889887571334839,1756054005.890833,31
miss,row_19250,0.5034714937210083,1756054005.8909152,31
add,row_19250,,1756054005.8909209,32
hit,row_19489,0.7700644731521606,1756054005.891019,32
miss,row_19716,0.5338059663772583,1756054005.891123,32
add,row_19716,,1756054005.891131,33
hit,row_19836,0.9800155758857727,1756054005.891221,33
hit,row_19699,0.9817090034484863,1756054005.89134,33
miss,row_19493,0.7144021987915039,1756054005.891435,33
add,row_19493,,1756054005.891446,34
hit,row_19226,0.9514291882514954,1756054005.891548,34
hit,row_19836,0.8239378333091736,1756054005.891639,34
hit,row_19461,1.0000001192092896,1756054005.8917398,34
hit,row_19493,1.0,1756054005.891843,34
hit,row_19836,0.7901621460914612,1756054005.8919501,34
miss,row_19251,0.7389761805534363,1756054005.8920572,34
add,row_19251,,1756054005.892063,35
hit,row_19699,0.9712181687355042,1756054005.892159,35
hit,row_19493,0.9315518140792847,1756054005.89226,35
hit,row_19735,0.8878843784332275,1756054005.892352,35
miss,row_19129,0.5322901010513306,1756054005.892447,35
add,row_19129,,1756054005.8924532,36
hit,row_19718,0.9479008913040161,1756054005.8925571,36
hit,row_19461,1.0000001192092896,1756054005.8926542,36
hit,row_19836,0.7564679384231567,1756054005.892739,36
hit,row_19699,0.8439382314682007,1756054005.892832,36
miss,row_19798,0.5143678188323975,1756054005.892956,36
add,row_19798,,1756054005.892965,37
hit,row_19226,0.9032808542251587,1756054005.893068,37
hit,row_19735,0.8581677675247192,1756054005.893169,37
hit,row_19251,1.0000001192092896,1756054005.8932748,37
hit,row_19718,0.8362621068954468,1756054005.893377,37
miss,row_19108,0.45489221811294556,1756054005.893486,37
add,row_19108,,1756054005.893491,38
hit,row_19699,0.8439382314682007,1756054005.8935769,38
hit,row_19836,0.7564679384231567,1756054005.893672,38
miss,row_19648,0.5889469981193542,1756054005.8937888,38
