event,key,sim,timestamp,cache_occupancy
miss,row_12735,-1.0,1756054010.268706,0
add,row_12735,,1756054010.268727,1
miss,row_18051,0.31304267048835754,1756054010.2688498,1
add,row_18051,,1756054010.2688582,2
miss,row_12325,0.3603361248970032,1756054010.269077,2
add,row_12325,,1756054010.269084,3
hit,row_12325,1.0,1756054010.2691998,3
hit,row_12325,1.0,1756054010.269312,3
hit,row_12325,1.0,1756054010.2694201,3
miss,row_8721,0.5595591068267822,1756054010.269545,3
add,row_8721,,1756054010.269551,4
hit,row_8721,1.0,1756054010.26966,4
miss,row_6089,0.29990771412849426,1756054010.2697861,4
add,row_6089,,1756054010.269792,5
miss,row_19244,0.6218864321708679,1756054010.2699032,5
add,row_19244,,1756054010.269909,6
miss,row_19461,0.4721902012825012,1756054010.2700229,6
add,row_19461,,1756054010.270028,7
miss,row_19710,0.39715251326560974,1756054010.270128,7
add,row_19710,,1756054010.270134,8
miss,row_19743,0.6745554804801941,1756054010.270232,8
add,row_19743,,1756054010.270238,9
miss,row_19823,0.7013399600982666,1756054010.2704709,9
add,row_19823,,1756054010.270478,10
hit,row_19461,1.0000001192092896,1756054010.27057,10
hit,row_19823,0.8707386255264282,1756054010.270663,10
miss,row_19683,0.4982869029045105,1756054010.2707891,10
add,row_19683,,1756054010.270797,11
miss,row_19684,0.7921233177185059,1756054010.270895,11
add,row_19684,,1756054010.270905,12
hit,row_19823,0.8707386255264282,1756054010.271016,12
hit,row_19461,1.0000001192092896,1756054010.271109,12
miss,row_19826,0.7735755443572998,1756054010.2712262,12
add,row_19826,,1756054010.271234,13
miss,row_19680,0.33555617928504944,1756054010.271335,13
add,row_19680,,1756054010.271349,14
miss,row_19008,0.703289806842804,1756054010.271459,14
add,row_19008,,1756054010.271466,15
miss,row_19245,0.6596985459327698,1756054010.2715678,15
add,row_19245,,1756054010.2715771,16
hit,row_19826,1.0,1756054010.271691,16
hit,row_19461,1.0000001192092896,1756054010.271787,16
hit,row_19461,1.0000001192092896,1756054010.27191,16
hit,row_19826,1.0,1756054010.272022,16
miss,row_19274,0.4661111831665039,1756054010.272126,16
add,row_19274,,1756054010.2721338,17
miss,row_19246,0.7141205072402954,1756054010.272234,17
add,row_19246,,1756054010.272238,18
miss,row_19488,0.3907623589038849,1756054010.2723331,18
add,row_19488,,1756054010.2723389,19
hit,row_19461,1.0000001192092896,1756054010.272449,19
miss,row_19489,0.6703006625175476,1756054010.272562,19
add,row_19489,,1756054010.272567,20
hit,row_19826,1.0,1756054010.272674,20
miss,row_19226,0.5299997925758362,1756054010.272755,20
add,row_19226,,1756054010.2727602,21
hit,row_19461,1.0000001192092896,1756054010.272867,21
miss,row_19676,0.6310093998908997,1756054010.272973,21
add,row_19676,,1756054010.272979,22
hit,row_19826,1.0,1756054010.273087,22
miss,row_19247,0.7200479507446289,1756054010.273193,22
add,row_19247,,1756054010.273199,23
hit,row_19489,1.0,1756054010.273302,23
miss,row_19485,0.5554088354110718,1756054010.27343,23
add,row_19485,,1756054010.27344,24
miss,row_19699,0.6287775039672852,1756054010.2735438,24
add,row_19699,,1756054010.273551,25
hit,row_19226,1.0000001192092896,1756054010.273651,25
hit,row_19489,1.0,1756054010.2737558,25
miss,row_19735,0.6163985729217529,1756054010.273864,25
add,row_19735,,1756054010.2738738,26
hit,row_19826,1.0,1756054010.273977,26
hit,row_19699,1.0000001192092896,1756054010.274074,26
hit,row_19826,1.0,1756054010.274185,26
miss,row_19718,0.5137856006622314,1756054010.274294,26
add,row_19718,,1756054010.274299,27
hit,row_19461,1.0000001192092896,1756054010.27441,27
hit,row_19226,1.0000001192092896,1756054010.274504,27
miss,row_19961,0.42476969957351685,1756054010.2746181,27
add,row_19961,,1756054010.274623,28
hit,row_19718,0.9786139726638794,1756054010.274733,28
hit,row_19826,1.0,1756054010.274836,28
miss,row_19248,0.6435092091560364,1756054010.27494,28
add,row_19248,,1756054010.2749481,29
hit,row_19699,0.9935438632965088,1756054010.275038,29
hit,row_19735,0.9685797095298767,1756054010.2751548,29
hit,row_19226,1.0000001192092896,1756054010.275247,29
hit,row_19826,1.0,1756054010.275344,29
hit,row_19461,1.0000001192092896,1756054010.2754471,29
miss,row_19249,0.7313467860221863,1756054010.275556,29
add,row_19249,,1756054010.275566,30
hit,row_19826,1.0,1756054010.275689,30
miss,row_19980,0.6531816720962524,1756054010.275792,30
add,row_19980,,1756054010.275799,31
hit,row_19699,1.0000001192092896,1756054010.2758982,31
hit,row_19699,1.0000001192092896,1756054010.2760031,31
hit,row_19226,1.0000001192092896,1756054010.2761118,31
miss,row_19981,0.7810689210891724,1756054010.276219,31
add,row_19981,,1756054010.276232,32
miss,row_19733,0.4515770673751831,1756054010.2763488,32
add,row_19733,,1756054010.276358,33
miss,row_19836,0.7969620227813721,1756054010.276474,33
add,row_19836,,1756054010.276484,34
hit,row_19226,0.9889887571334839,1756054010.276578,34
miss,row_19250,0.5034714937210083,1756054010.276684,34
add,row_19250,,1756054010.276692,35
miss,row_19492,0.7700644731521606,1756054010.276819,35
add,row_19492,,1756054010.2768278,36
miss,row_19716,0.5338059663772583,1756054010.2769349,36
add,row_19716,,1756054010.276942,37
hit,row_19836,0.9800155758857727,1756054010.277056,37
hit,row_19699,0.9817090034484863,1756054010.277163,37
hit,row_19492,0.8653551340103149,1756054010.2772748,37
