event,key,sim,timestamp,cache_occupancy
miss,row_12735,-1.0,1756053980.016702,0
add,row_12735,,1756053980.0167181,1
miss,row_18051,0.31304267048835754,1756053980.0168488,1
add,row_18051,,1756053980.0168571,2
miss,row_12325,0.3603361248970032,1756053980.0169642,2
add,row_12325,,1756053980.016972,3
hit,row_12325,1.0,1756053980.017092,3
hit,row_12325,1.0,1756053980.0172129,3
hit,row_12325,1.0,1756053980.017324,3
miss,row_8721,0.5595591068267822,1756053980.0174289,3
add,row_8721,,1756053980.0174348,4
hit,row_8721,1.0,1756053980.01755,4
miss,row_6089,0.29990771412849426,1756053980.01766,4
add,row_6089,,1756053980.017667,5
miss,row_19244,0.6218864321708679,1756053980.0177941,5
add,row_19244,,1756053980.0177999,6
miss,row_19461,0.4721902012825012,1756053980.017914,6
add,row_19461,,1756053980.017919,7
miss,row_19710,0.39715251326560974,1756053980.018013,7
add,row_19710,,1756053980.018018,8
hit,row_8721,0.6745554804801941,1756053980.018145,8
hit,row_8721,0.7013399600982666,1756053980.0182452,8
hit,row_19461,1.0000001192092896,1756053980.018425,8
miss,row_19824,0.5474939942359924,1756053980.018574,8
add,row_19824,,1756053980.01858,9
miss,row_19683,0.45949897170066833,1756053980.01871,9
add,row_19683,,1756053980.018733,10
hit,row_19683,0.7921233177185059,1756053980.018868,10
hit,row_19824,1.0000001192092896,1756053980.018975,10
hit,row_19461,1.0000001192092896,1756053980.019074,10
hit,row_19824,0.794429361820221,1756053980.0191731,10
miss,row_19680,0.3293132781982422,1756053980.019271,10
add,row_19680,,1756053980.019281,11
hit,row_8721,0.703289806842804,1756053980.019369,11
miss,row_19245,0.5773886442184448,1756053980.019464,11
add,row_19245,,1756053980.019476,12
hit,row_19824,0.794429361820221,1756053980.019573,12
hit,row_19461,1.0000001192092896,1756053980.0196831,12
hit,row_19461,1.0000001192092896,1756053980.019781,12
hit,row_19824,0.794429361820221,1756053980.0198982,12
miss,row_19274,0.4661111831665039,1756053980.020015,12
add,row_19274,,1756053980.020021,13
miss,row_19246,0.6492965817451477,1756053980.020127,13
add,row_19246,,1756053980.020135,14
miss,row_19488,0.3907623589038849,1756053980.020237,14
add,row_19488,,1756053980.020243,15
hit,row_19461,1.0000001192092896,1756053980.020353,15
hit,row_19274,0.6703006625175476,1756053980.0204449,15
hit,row_19824,0.794429361820221,1756053980.0205429,15
miss,row_19226,0.48527926206588745,1756053980.0206358,15
add,row_19226,,1756053980.0206468,16
hit,row_19461,1.0000001192092896,1756053980.020746,16
miss,row_19676,0.5776775479316711,1756053980.0208352,16
add,row_19676,,1756053980.020847,17
hit,row_19824,0.794429361820221,1756053980.020942,17
hit,row_19246,0.6789552569389343,1756053980.021048,17
hit,row_19274,0.6703006625175476,1756053980.021151,17
miss,row_19485,0.489242285490036,1756053980.021253,17
add,row_19485,,1756053980.0212579,18
miss,row_19699,0.5214415788650513,1756053980.021378,18
add,row_19699,,1756053980.021386,19
hit,row_19226,1.0000001192092896,1756053980.021495,19
hit,row_19274,0.6703006625175476,1756053980.0215948,19
miss,row_19735,0.5789269804954529,1756053980.021698,19
add,row_19735,,1756053980.021708,20
hit,row_19824,0.794429361820221,1756053980.0218081,20
hit,row_19699,1.0000001192092896,1756053980.0219069,20
hit,row_19824,0.794429361820221,1756053980.022014,20
miss,row_19718,0.5137856006622314,1756053980.022121,20
add,row_19718,,1756053980.022132,21
hit,row_19461,1.0000001192092896,1756053980.0222561,21
hit,row_19226,1.0000001192092896,1756053980.022353,21
miss,row_19961,0.42476969957351685,1756053980.022475,21
add,row_19961,,1756053980.022484,22
hit,row_19718,0.9786139726638794,1756053980.022586,22
hit,row_19824,0.794429361820221,1756053980.0226939,22
miss,row_19248,0.6435092091560364,1756053980.022795,22
add,row_19248,,1756053980.0228019,23
hit,row_19699,0.9935438632965088,1756053980.0228941,23
hit,row_19735,0.9685797095298767,1756053980.022992,23
hit,row_19226,1.0000001192092896,1756053980.0230951,23
hit,row_19824,0.794429361820221,1756053980.023212,23
hit,row_19461,1.0000001192092896,1756053980.023309,23
hit,row_19248,0.6529850363731384,1756053980.023395,23
hit,row_19824,0.794429361820221,1756053980.023498,23
hit,row_19699,0.6531816720962524,1756053980.023607,23
hit,row_19699,1.0000001192092896,1756053980.0237179,23
hit,row_19699,1.0000001192092896,1756053980.023804,23
hit,row_19226,1.0000001192092896,1756053980.0239072,23
miss,row_19981,0.55950528383255,1756053980.024009,23
add,row_19981,,1756053980.0240169,24
miss,row_19733,0.4515770673751831,1756053980.02411,24
add,row_19733,,1756053980.024123,25
hit,row_19824,0.6789319515228271,1756053980.024225,25
hit,row_19226,0.9889887571334839,1756053980.0243368,25
miss,row_19250,0.5034714937210083,1756053980.024431,25
add,row_19250,,1756053980.024439,26
miss,row_19492,0.6013242602348328,1756053980.0245419,26
add,row_19492,,1756053980.024556,27
miss,row_19716,0.5338059663772583,1756053980.02467,27
add,row_19716,,1756053980.024678,28
hit,row_19824,0.6906159520149231,1756053980.024776,28
hit,row_19699,0.9817090034484863,1756053980.024881,28
hit,row_19492,0.8653551340103149,1756053980.0249972,28
