event,key,sim,timestamp,cache_occupancy
miss,row_12735,-1.0,1756053993.5134149,0
add,row_12735,,1756053993.513433,1
miss,row_18051,0.31304267048835754,1756053993.5135648,1
add,row_18051,,1756053993.5135748,2
miss,row_12325,0.3603361248970032,1756053993.5136828,2
add,row_12325,,1756053993.51369,3
hit,row_12325,1.0,1756053993.5138292,3
hit,row_12325,1.0,1756053993.513948,3
hit,row_12325,1.0,1756053993.5140579,3
miss,row_8721,0.5595591068267822,1756053993.5141718,3
add,row_8721,,1756053993.514178,4
hit,row_8721,1.0,1756053993.5142798,4
miss,row_6089,0.29990771412849426,1756053993.5143769,4
add,row_6089,,1756053993.5143838,5
miss,row_19244,0.6218864321708679,1756053993.514496,5
add,row_19244,,1756053993.514503,6
miss,row_19461,0.4721902012825012,1756053993.5146198,6
add,row_19461,,1756053993.514625,7
miss,row_19710,0.39715251326560974,1756053993.514737,7
add,row_19710,,1756053993.514743,8
hit,row_8721,0.6745554804801941,1756053993.5148659,8
hit,row_8721,0.7013399600982666,1756053993.514966,8
hit,row_19461,1.0000001192092896,1756053993.5151181,8
miss,row_19824,0.5474939942359924,1756053993.5152168,8
add,row_19824,,1756053993.51524,9
miss,row_19683,0.45949897170066833,1756053993.51536,9
add,row_19683,,1756053993.515369,10
hit,row_19683,0.7921233177185059,1756053993.515457,10
hit,row_19824,1.0000001192092896,1756053993.515559,10
hit,row_19461,1.0000001192092896,1756053993.515651,10
hit,row_19824,0.794429361820221,1756053993.515739,10
miss,row_19680,0.3293132781982422,1756053993.515838,10
add,row_19680,,1756053993.515844,11
hit,row_8721,0.703289806842804,1756053993.515934,11
miss,row_19245,0.5773886442184448,1756053993.516059,11
add,row_19245,,1756053993.516066,12
hit,row_19824,0.794429361820221,1756053993.516151,12
hit,row_19461,1.0000001192092896,1756053993.516259,12
hit,row_19461,1.0000001192092896,1756053993.5163462,12
hit,row_19824,0.794429361820221,1756053993.516441,12
miss,row_19274,0.4661111831665039,1756053993.5165281,12
add,row_19274,,1756053993.516534,13
miss,row_19246,0.6492965817451477,1756053993.5166268,13
add,row_19246,,1756053993.516633,14
miss,row_19488,0.3907623589038849,1756053993.516732,14
add,row_19488,,1756053993.516744,15
hit,row_19461,1.0000001192092896,1756053993.5168571,15
hit,row_19274,0.6703006625175476,1756053993.516949,15
hit,row_19824,0.794429361820221,1756053993.5170538,15
miss,row_19226,0.48527926206588745,1756053993.517142,15
add,row_19226,,1756053993.517148,16
hit,row_19461,1.0000001192092896,1756053993.51726,16
miss,row_19676,0.5776775479316711,1756053993.517354,16
add,row_19676,,1756053993.5173702,17
hit,row_19824,0.794429361820221,1756053993.51751,17
hit,row_19246,0.6789552569389343,1756053993.517623,17
hit,row_19274,0.6703006625175476,1756053993.517719,17
miss,row_19485,0.489242285490036,1756053993.517819,17
add,row_19485,,1756053993.517824,18
miss,row_19699,0.5214415788650513,1756053993.51793,18
add,row_19699,,1756053993.5179389,19
hit,row_19226,1.0000001192092896,1756053993.518047,19
hit,row_19274,0.6703006625175476,1756053993.5181592,19
miss,row_19735,0.5789269804954529,1756053993.518267,19
add,row_19735,,1756053993.51828,20
hit,row_19824,0.794429361820221,1756053993.518401,20
hit,row_19699,1.0000001192092896,1756053993.518497,20
hit,row_19824,0.794429361820221,1756053993.518611,20
miss,row_19718,0.5137856006622314,1756053993.5187032,20
add,row_19718,,1756053993.518713,21
hit,row_19461,1.0000001192092896,1756053993.518813,21
